,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_hours,delay_minutes,delay
1282,543629,385128,mobile,ended,72.0,,,1.0,12.0,late
1283,543651,374785,mobile,ended,12.0,,,0.0,12.0,late
1284,543757,385011,connect,ended,49.0,,,0.0,49.0,late
1285,543822,362101,mobile,ended,-7.0,511338.0,30.0,-1.0,53.0,early
1286,543866,406999,mobile,ended,14.0,541317.0,150.0,0.0,14.0,late
1287,543889,403863,mobile,ended,5.0,,,0.0,5.0,late
1290,544010,383949,mobile,ended,103.0,,,1.0,43.0,late
1291,544117,394272,mobile,ended,-104.0,,,-2.0,16.0,early
1292,544155,393123,mobile,ended,,,,,,on time
1293,544218,216510,mobile,ended,,,,,,on time
1295,544304,382633,mobile,ended,,,,,,on time
1296,544318,362255,mobile,ended,-78.0,,,-2.0,42.0,early
1298,544538,251062,mobile,ended,13.0,,,0.0,13.0,late
1300,544792,214635,connect,ended,40.0,545831.0,90.0,0.0,40.0,late
1302,544986,383747,mobile,ended,,,,,,on time
1303,545001,276502,mobile,ended,29.0,,,0.0,29.0,late
1305,545110,324940,mobile,ended,-104.0,,,-2.0,16.0,early
1306,545116,203060,mobile,ended,-7.0,,,-1.0,53.0,early
1307,545128,224133,mobile,ended,-20.0,,,-1.0,40.0,early
1308,545166,407779,mobile,ended,,,,,,on time
1309,545190,382771,mobile,ended,20.0,,,0.0,20.0,late
1310,545204,409750,mobile,ended,-50.0,544363.0,660.0,-1.0,10.0,early
1311,545208,381104,mobile,ended,153.0,,,2.0,33.0,late
1313,539321,384000,mobile,ended,-45.0,,,-1.0,15.0,early
1316,539422,356673,mobile,ended,92.0,,,1.0,32.0,late
1318,539535,316512,mobile,ended,8.0,,,0.0,8.0,late
1319,539614,376901,connect,ended,12.0,,,0.0,12.0,late
1320,539714,286034,mobile,ended,-66.0,,,-2.0,54.0,early
1321,539731,406495,mobile,ended,-45.0,,,-1.0,15.0,early
1322,539743,335341,mobile,ended,55.0,,,0.0,55.0,late
1323,539836,357612,mobile,ended,-39.0,,,-1.0,21.0,early
1327,539987,383110,connect,ended,76.0,528385.0,480.0,1.0,16.0,late
1328,540013,295830,mobile,ended,-264.0,,,-5.0,36.0,early
1329,540068,389447,mobile,ended,-6.0,,,-1.0,54.0,early
1330,540183,386306,mobile,ended,77.0,,,1.0,17.0,late
1331,540314,372011,mobile,ended,5.0,,,0.0,5.0,late
1332,540344,261686,mobile,ended,-136.0,,,-3.0,44.0,early
1333,540358,330954,mobile,ended,-24.0,,,-1.0,36.0,early
1334,540428,394875,mobile,ended,6.0,,,0.0,6.0,late
1335,540451,279800,mobile,ended,-19.0,,,-1.0,41.0,early
1336,540472,196909,mobile,ended,23.0,,,0.0,23.0,late
1337,540574,408117,mobile,ended,0.0,,,0.0,0.0,on time
1338,540634,395023,mobile,ended,39.0,,,0.0,39.0,late
1340,540687,357253,mobile,ended,79.0,,,1.0,19.0,late
1341,540745,378410,mobile,ended,73.0,,,1.0,13.0,late
1342,540747,214635,connect,ended,-972.0,546332.0,60.0,-17.0,48.0,early
1343,540851,410189,mobile,ended,,,,,,on time
1344,540855,335276,connect,ended,29.0,,,0.0,29.0,late
1345,540885,294883,mobile,ended,18.0,542526.0,0.0,0.0,18.0,late
1346,540892,402677,mobile,ended,205.0,540131.0,60.0,3.0,25.0,late
1347,541198,393044,mobile,ended,96.0,,,1.0,36.0,late
1349,541386,301750,mobile,ended,64.0,,,1.0,4.0,late
1350,541445,385629,connect,ended,-221.0,544389.0,480.0,-4.0,19.0,early
1351,541503,310458,mobile,ended,407.0,,,6.0,47.0,late
1352,541544,383962,mobile,ended,327.0,,,5.0,27.0,late
1353,541681,349171,connect,ended,,,,,,on time
1354,541702,192179,connect,ended,13.0,,,0.0,13.0,late
1355,541711,356681,mobile,ended,-7.0,,,-1.0,53.0,early
1356,541756,229646,mobile,ended,205.0,528516.0,60.0,3.0,25.0,late
1357,541763,393373,mobile,ended,20.0,,,0.0,20.0,late
1359,541831,393107,mobile,ended,-30.0,,,-1.0,30.0,early
1360,541967,386145,mobile,ended,,,,,,on time
1361,542052,406897,mobile,ended,4.0,,,0.0,4.0,late
1362,542103,275256,mobile,ended,103.0,,,1.0,43.0,late
1363,542124,408561,mobile,ended,-19.0,,,-1.0,41.0,early
1364,542128,246829,mobile,ended,-35.0,,,-1.0,25.0,early
1366,542215,324899,mobile,ended,,,,,,on time
1367,542233,310990,mobile,ended,36.0,,,0.0,36.0,late
1368,542250,225602,mobile,ended,-29.0,,,-1.0,31.0,early
1369,542254,176220,connect,ended,-11.0,,,-1.0,49.0,early
1370,542263,376605,connect,ended,-59.0,,,-1.0,1.0,early
1371,542369,258416,mobile,ended,-115.0,,,-2.0,5.0,early
1372,542399,400945,mobile,ended,-144.0,535665.0,60.0,-3.0,36.0,early
1373,542536,350769,mobile,ended,-111.0,,,-2.0,9.0,early
1374,542600,290123,mobile,ended,422.0,,,7.0,2.0,late
1375,542639,322842,mobile,ended,4.0,,,0.0,4.0,late
1376,542785,370118,mobile,ended,312.0,,,5.0,12.0,late
1377,542824,308414,mobile,ended,1610.0,,,26.0,50.0,late
1378,542846,408977,mobile,ended,,,,,,on time
1379,543072,220982,connect,ended,122.0,,,2.0,2.0,late
1380,543112,278641,mobile,ended,-5.0,,,-1.0,55.0,early
1381,543177,212965,connect,ended,,542904.0,240.0,,,on time
1383,543259,374809,connect,ended,-5.0,,,-1.0,55.0,early
1384,543274,317378,connect,ended,-135.0,,,-3.0,45.0,early
1385,543358,362595,mobile,ended,13.0,,,0.0,13.0,late
1386,543359,380813,mobile,ended,594.0,537074.0,0.0,9.0,54.0,late
1387,543376,227296,mobile,ended,,,,,,on time
1389,543531,188162,mobile,ended,20.0,,,0.0,20.0,late
1390,543546,284716,mobile,ended,33.0,,,0.0,33.0,late
1392,543731,310219,connect,ended,-42.0,,,-1.0,18.0,early
1393,543755,228923,mobile,ended,37.0,,,0.0,37.0,late
1394,543763,410656,mobile,ended,58.0,,,0.0,58.0,late
1395,543783,251815,connect,ended,-27.0,,,-1.0,33.0,early
1396,544107,262089,mobile,ended,126.0,,,2.0,6.0,late
1397,544169,382444,mobile,ended,5.0,,,0.0,5.0,late
1398,544245,293910,mobile,ended,-43.0,,,-1.0,17.0,early
1399,544251,317770,connect,ended,-44.0,,,-1.0,16.0,early
1400,544303,368343,mobile,ended,85.0,,,1.0,25.0,late
1401,544373,344254,connect,ended,-77.0,549312.0,690.0,-2.0,43.0,early
1402,544374,371007,mobile,ended,-109.0,,,-2.0,11.0,early
1403,544400,392088,mobile,ended,-1.0,,,-1.0,59.0,early
1404,544466,276865,mobile,ended,9.0,,,0.0,9.0,late
1405,544476,359257,mobile,ended,-15.0,,,-1.0,45.0,early
1406,544529,317613,mobile,ended,101.0,,,1.0,41.0,late
1407,544573,409581,mobile,ended,6.0,,,0.0,6.0,late
1408,544725,409543,mobile,ended,26.0,,,0.0,26.0,late
1409,544765,259231,mobile,ended,31.0,,,0.0,31.0,late
1410,544869,381437,mobile,ended,82.0,,,1.0,22.0,late
1411,545139,402143,mobile,ended,-23.0,,,-1.0,37.0,early
1412,545149,408639,mobile,ended,37.0,,,0.0,37.0,late
1413,545152,392479,mobile,ended,-48.0,539624.0,510.0,-1.0,12.0,early
1414,545177,390509,connect,ended,72.0,542725.0,720.0,1.0,12.0,late
1415,545569,395922,mobile,ended,262.0,,,4.0,22.0,late
1416,545612,340112,mobile,ended,89.0,,,1.0,29.0,late
1417,545634,380497,mobile,ended,-155.0,,,-3.0,25.0,early
1418,545709,375421,connect,ended,13.0,,,0.0,13.0,late
1419,545791,376889,mobile,ended,-1418.0,,,-24.0,22.0,early
1420,545831,214635,connect,ended,11.0,,,0.0,11.0,late
1423,546122,406082,mobile,ended,0.0,,,0.0,0.0,on time
1424,546151,384407,mobile,ended,167.0,,,2.0,47.0,late
1425,546218,340703,mobile,ended,,,,,,on time
1426,546406,310518,mobile,ended,-8.0,545465.0,330.0,-1.0,52.0,early
1427,546459,297511,mobile,ended,12968.0,,,216.0,8.0,late
1430,546587,386784,mobile,ended,-6.0,,,-1.0,54.0,early
1431,546588,273281,connect,ended,4.0,,,0.0,4.0,late
1432,546608,334220,mobile,ended,-89.0,,,-2.0,31.0,early
1433,546653,327336,mobile,ended,-77.0,,,-2.0,43.0,early
1434,546671,353274,mobile,ended,-178.0,,,-3.0,2.0,early
1435,546721,348482,connect,ended,-130.0,,,-3.0,50.0,early
1436,546722,398020,mobile,ended,-22.0,,,-1.0,38.0,early
1437,546723,380455,mobile,ended,,,,,,on time
1438,505561,267619,mobile,ended,16.0,,,0.0,16.0,late
1439,506817,362765,mobile,ended,-12.0,,,-1.0,48.0,early
1441,509729,331903,mobile,ended,19.0,,,0.0,19.0,late
1442,510675,398002,mobile,ended,146.0,,,2.0,26.0,late
1443,510786,316920,mobile,ended,352.0,,,5.0,52.0,late
1444,511671,400139,mobile,ended,-4.0,,,-1.0,56.0,early
1445,511719,402858,mobile,ended,71.0,,,1.0,11.0,late
1446,512682,159533,connect,ended,-125.0,,,-3.0,55.0,early
1447,513952,332564,mobile,ended,2444.0,,,40.0,44.0,late
1448,514820,329757,mobile,ended,22.0,,,0.0,22.0,late
1449,516000,400540,mobile,ended,,,,,,on time
1450,516299,324641,mobile,ended,-311.0,,,-6.0,49.0,early
1451,516943,400517,mobile,ended,859.0,,,14.0,19.0,late
1452,517337,384059,mobile,ended,,,,,,on time
1453,518200,398377,mobile,ended,-85.0,,,-2.0,35.0,early
1454,519385,294141,mobile,ended,-60.0,,,-1.0,0.0,early
1457,519750,390468,mobile,ended,,,,,,on time
1459,520538,405185,mobile,ended,-10.0,,,-1.0,50.0,early
1460,520936,222277,mobile,ended,136.0,,,2.0,16.0,late
1461,521740,388596,mobile,ended,-83.0,,,-2.0,37.0,early
1464,525239,305574,mobile,ended,78.0,,,1.0,18.0,late
1465,525399,385073,mobile,ended,49.0,,,0.0,49.0,late
1466,525573,406413,mobile,ended,15.0,,,0.0,15.0,late
1467,525705,387353,mobile,ended,-47.0,,,-1.0,13.0,early
1468,525929,294637,mobile,ended,26.0,,,0.0,26.0,late
1469,525934,371952,mobile,ended,187.0,,,3.0,7.0,late
1470,526018,371539,connect,ended,27.0,,,0.0,27.0,late
1471,526111,377781,mobile,ended,-2.0,539387.0,660.0,-1.0,58.0,early
1472,528289,328016,mobile,ended,-172.0,,,-3.0,8.0,early
1474,528799,380413,mobile,ended,131.0,,,2.0,11.0,late
1475,528947,265989,mobile,ended,65.0,,,1.0,5.0,late
1476,529001,405571,mobile,ended,14.0,,,0.0,14.0,late
1477,529155,375273,mobile,ended,-75.0,,,-2.0,45.0,early
1478,530111,385174,mobile,ended,96.0,,,1.0,36.0,late
1480,530468,251054,mobile,ended,137.0,,,2.0,17.0,late
1481,530575,382444,mobile,ended,-12.0,,,-1.0,48.0,early
1482,530711,289798,mobile,ended,-50.0,,,-1.0,10.0,early
1483,531348,360289,mobile,ended,-343.0,,,-6.0,17.0,early
1484,531744,330591,mobile,ended,-71.0,,,-2.0,49.0,early
1485,532610,383481,mobile,ended,-6.0,,,-1.0,54.0,early
1486,532885,380653,mobile,ended,15.0,,,0.0,15.0,late
1487,533021,390509,connect,ended,128.0,,,2.0,8.0,late
1488,533137,280706,mobile,ended,-92.0,,,-2.0,28.0,early
1489,533183,296201,mobile,ended,-3.0,,,-1.0,57.0,early
1490,533247,343983,mobile,ended,209.0,,,3.0,29.0,late
1492,533612,200122,mobile,ended,-136.0,,,-3.0,44.0,early
1493,533860,377244,mobile,ended,63.0,,,1.0,3.0,late
1494,533964,376365,mobile,ended,-87.0,,,-2.0,33.0,early
1495,534086,307819,mobile,ended,-885.0,,,-15.0,15.0,early
1496,534179,395157,mobile,ended,-25.0,,,-1.0,35.0,early
1497,534203,354467,mobile,ended,,,,,,on time
1498,534554,248014,mobile,ended,1038.0,,,17.0,18.0,late
1499,534558,307695,mobile,ended,,,,,,on time
1500,534575,296765,connect,ended,1.0,,,0.0,1.0,late
1501,534617,394299,mobile,ended,-8.0,,,-1.0,52.0,early
1502,534697,394286,mobile,ended,7.0,,,0.0,7.0,late
1503,534705,299059,mobile,ended,74.0,,,1.0,14.0,late
1504,533774,394671,mobile,ended,5.0,,,0.0,5.0,late
1505,534186,164583,mobile,ended,,,,,,on time
1506,534227,407397,mobile,ended,-52.0,,,-1.0,8.0,early
1507,534670,336382,mobile,ended,128.0,,,2.0,8.0,late
1508,534786,257604,mobile,ended,11.0,,,0.0,11.0,late
1509,534838,345246,mobile,ended,508.0,,,8.0,28.0,late
1510,534992,242223,mobile,ended,-178.0,,,-3.0,2.0,early
1511,534999,340014,connect,ended,346.0,,,5.0,46.0,late
1512,535009,376876,mobile,ended,1133.0,,,18.0,53.0,late
1513,535030,407334,mobile,ended,69.0,537148.0,60.0,1.0,9.0,late
1514,535620,368427,mobile,ended,735.0,,,12.0,15.0,late
1515,535718,362800,mobile,ended,1691.0,,,28.0,11.0,late
1516,536022,383329,mobile,ended,14.0,539569.0,120.0,0.0,14.0,late
1517,536125,390199,mobile,ended,1057.0,,,17.0,37.0,late
1519,536254,305816,connect,ended,137.0,,,2.0,17.0,late
1520,536346,291581,mobile,ended,144.0,,,2.0,24.0,late
1521,536374,308579,mobile,ended,-59.0,537187.0,120.0,-1.0,1.0,early
1522,536419,407683,mobile,ended,22.0,,,0.0,22.0,late
1523,536452,401460,mobile,ended,588.0,,,9.0,48.0,late
1524,536531,408937,mobile,ended,-41.0,,,-1.0,19.0,early
1525,536646,380038,mobile,ended,88.0,,,1.0,28.0,late
1526,536679,284054,mobile,ended,,,,,,on time
1528,536906,284132,mobile,ended,9.0,,,0.0,9.0,late
1530,537076,401964,mobile,ended,-57.0,,,-1.0,3.0,early
1531,537118,392026,mobile,ended,121.0,,,2.0,1.0,late
1532,537187,308579,mobile,ended,109.0,,,1.0,49.0,late
1533,537232,400064,mobile,ended,26.0,,,0.0,26.0,late
1535,537483,350769,mobile,ended,34.0,,,0.0,34.0,late
1536,537524,267414,mobile,ended,95.0,,,1.0,35.0,late
1537,537659,373893,connect,ended,-4.0,,,-1.0,56.0,early
1539,537778,379111,mobile,ended,1499.0,,,24.0,59.0,late
1541,538050,309601,mobile,ended,,,,,,on time
1542,538286,346446,mobile,ended,-65.0,,,-2.0,55.0,early
1543,538330,379984,mobile,ended,31.0,532790.0,0.0,0.0,31.0,late
1544,538373,372027,mobile,ended,-105.0,,,-2.0,15.0,early
1545,538458,357631,mobile,ended,-321.0,,,-6.0,39.0,early
1546,538493,396414,mobile,ended,,,,,,on time
1547,538496,348267,mobile,ended,175.0,,,2.0,55.0,late
1548,538734,374335,mobile,ended,258.0,,,4.0,18.0,late
1549,538890,371159,connect,ended,-257.0,,,-5.0,43.0,early
1550,539076,401826,mobile,ended,-87.0,,,-2.0,33.0,early
1551,539299,282675,mobile,ended,-115.0,,,-2.0,5.0,early
1552,539315,364907,connect,ended,28.0,,,0.0,28.0,late
1553,539360,380345,mobile,ended,-34.0,,,-1.0,26.0,early
1554,539381,409581,mobile,ended,,,,,,on time
1555,539421,316744,connect,ended,-6.0,,,-1.0,54.0,early
1556,539578,408315,mobile,ended,17.0,,,0.0,17.0,late
1557,539596,382821,connect,ended,-5.0,,,-1.0,55.0,early
1558,539598,409572,mobile,ended,,,,,,on time
1559,539625,337217,mobile,ended,-95.0,537192.0,270.0,-2.0,25.0,early
1560,539641,381754,mobile,ended,14.0,,,0.0,14.0,late
1561,539655,312716,mobile,ended,-1.0,,,-1.0,59.0,early
1562,539720,381029,mobile,ended,-534.0,,,-9.0,6.0,early
1563,539861,399992,mobile,ended,37.0,,,0.0,37.0,late
1566,540002,371580,mobile,ended,-20.0,,,-1.0,40.0,early
1568,540073,348784,mobile,ended,67.0,,,1.0,7.0,late
1569,540093,239136,mobile,ended,42.0,,,0.0,42.0,late
1570,534880,399718,mobile,ended,-115.0,,,-2.0,5.0,early
1571,535112,385823,mobile,ended,-6.0,,,-1.0,54.0,early
1572,535147,324889,mobile,ended,,,,,,on time
1573,535240,404075,mobile,ended,-83.0,,,-2.0,37.0,early
1574,535287,399230,mobile,ended,-39.0,,,-1.0,21.0,early
1576,535375,389482,mobile,ended,-2.0,,,-1.0,58.0,early
1577,535574,381938,mobile,ended,-95.0,,,-2.0,25.0,early
1578,535749,403430,mobile,ended,-74.0,536548.0,0.0,-2.0,46.0,early
1579,535761,408340,mobile,ended,,,,,,on time
1580,535896,206938,mobile,ended,86.0,,,1.0,26.0,late
1581,536086,348294,connect,ended,88.0,,,1.0,28.0,late
1582,536112,226848,mobile,ended,89.0,,,1.0,29.0,late
1586,536453,310576,connect,ended,-36.0,,,-1.0,24.0,early
1587,536528,288020,mobile,ended,18.0,,,0.0,18.0,late
1588,536548,403430,mobile,ended,,,,,,on time
1589,536562,406990,mobile,ended,96.0,,,1.0,36.0,late
1590,536590,386371,mobile,ended,-273.0,,,-5.0,27.0,early
1591,536662,395787,mobile,ended,-33.0,,,-1.0,27.0,early
1592,536761,265664,connect,ended,-3.0,,,-1.0,57.0,early
1593,536792,407295,mobile,ended,-23.0,,,-1.0,37.0,early
1594,536825,409176,mobile,ended,166.0,,,2.0,46.0,late
1595,536839,409197,mobile,ended,-4.0,,,-1.0,56.0,early
1596,536866,360379,mobile,ended,,,,,,on time
1597,536917,294739,mobile,ended,228.0,,,3.0,48.0,late
1598,537208,275810,mobile,ended,48.0,,,0.0,48.0,late
1600,537372,405889,mobile,ended,-153.0,,,-3.0,27.0,early
1601,537378,336873,mobile,ended,14.0,,,0.0,14.0,late
1602,537502,298280,mobile,ended,-160.0,,,-3.0,20.0,early
1603,537504,358772,connect,ended,-43.0,,,-1.0,17.0,early
1605,537786,291307,mobile,ended,-17.0,,,-1.0,43.0,early
1606,537788,402803,mobile,ended,7.0,,,0.0,7.0,late
1607,537866,395671,mobile,ended,29.0,,,0.0,29.0,late
1608,537880,314466,connect,ended,-38.0,,,-1.0,22.0,early
1611,538037,231188,mobile,ended,-14.0,,,-1.0,46.0,early
1612,538190,399926,mobile,ended,9.0,,,0.0,9.0,late
1613,538207,312078,connect,ended,-128.0,,,-3.0,52.0,early
1614,538360,384744,mobile,ended,,,,,,on time
1616,538503,384233,mobile,ended,-31.0,,,-1.0,29.0,early
1617,538610,385721,connect,ended,31.0,,,0.0,31.0,late
1618,538715,402870,mobile,ended,38.0,,,0.0,38.0,late
1619,538798,391883,connect,ended,-51.0,,,-1.0,9.0,early
1620,538846,409406,mobile,ended,9.0,,,0.0,9.0,late
1621,538867,331714,mobile,ended,40.0,,,0.0,40.0,late
1622,538877,336847,mobile,ended,5.0,,,0.0,5.0,late
1623,538983,383720,connect,ended,-31.0,,,-1.0,29.0,early
1625,539119,362199,connect,ended,-262.0,,,-5.0,38.0,early
1628,539357,267155,mobile,ended,,,,,,on time
1630,539370,402235,mobile,ended,-105.0,542031.0,120.0,-2.0,15.0,early
1632,539545,370793,mobile,ended,-112.0,,,-2.0,8.0,early
1633,539568,349420,mobile,ended,518.0,,,8.0,38.0,late
1634,539651,266641,mobile,ended,-74.0,,,-2.0,46.0,early
1635,546744,355023,connect,ended,115.0,,,1.0,55.0,late
1636,546835,398733,mobile,ended,-84.0,,,-2.0,36.0,early
1638,546852,388215,mobile,ended,801.0,,,13.0,21.0,late
1640,546919,366113,mobile,ended,21.0,,,0.0,21.0,late
1643,545359,362620,mobile,ended,18.0,,,0.0,18.0,late
1644,545400,310458,mobile,ended,148.0,,,2.0,28.0,late
1645,545430,409737,mobile,ended,-14.0,,,-1.0,46.0,early
1646,545589,337266,connect,ended,4.0,,,0.0,4.0,late
1648,545811,386259,connect,ended,155.0,,,2.0,35.0,late
1649,545932,216080,mobile,ended,-32.0,,,-1.0,28.0,early
1650,546022,387563,mobile,ended,139.0,,,2.0,19.0,late
1651,546029,336798,mobile,ended,47.0,,,0.0,47.0,late
1652,546050,384479,mobile,ended,-778.0,,,-13.0,2.0,early
1653,546115,325983,mobile,ended,,,,,,on time
1654,546195,385303,connect,ended,-16.0,,,-1.0,44.0,early
1655,546352,387939,mobile,ended,91.0,,,1.0,31.0,late
1656,546374,272724,mobile,ended,-1535.0,,,-26.0,25.0,early
1657,546378,316936,connect,ended,227.0,,,3.0,47.0,late
1658,546400,395608,mobile,ended,11.0,,,0.0,11.0,late
1659,546525,404595,mobile,ended,-7.0,,,-1.0,53.0,early
1660,546543,404129,connect,ended,-161.0,,,-3.0,19.0,early
1661,546773,315030,mobile,ended,251.0,,,4.0,11.0,late
1662,546784,390871,connect,ended,-25.0,,,-1.0,35.0,early
1663,546829,219550,connect,ended,,,,,,on time
1665,547037,301301,connect,ended,-104.0,,,-2.0,16.0,early
1666,547041,366981,connect,ended,180.0,,,3.0,0.0,late
1667,547241,328016,mobile,ended,,,,,,on time
1668,547296,375621,connect,ended,90.0,,,1.0,30.0,late
1669,547297,405828,mobile,ended,-60.0,,,-1.0,0.0,early
1670,547347,385756,connect,ended,273.0,,,4.0,33.0,late
1671,547459,384494,mobile,ended,2.0,,,0.0,2.0,late
1673,547570,298040,mobile,ended,-143.0,,,-3.0,37.0,early
1674,547591,310846,mobile,ended,,,,,,on time
1676,547744,407419,connect,ended,-2.0,,,-1.0,58.0,early
1677,547774,375313,mobile,ended,5.0,,,0.0,5.0,late
1678,547784,411746,mobile,ended,-2.0,,,-1.0,58.0,early
1679,547899,319886,connect,ended,-14.0,,,-1.0,46.0,early
1680,548061,343817,mobile,ended,34.0,,,0.0,34.0,late
1681,548211,298323,mobile,ended,79.0,,,1.0,19.0,late
1683,548374,359887,mobile,ended,,,,,,on time
1684,548422,392087,mobile,ended,68.0,,,1.0,8.0,late
1685,548445,384747,mobile,ended,-20.0,,,-1.0,40.0,early
1686,548484,370055,connect,ended,-556.0,,,-10.0,44.0,early
1687,505153,293327,mobile,ended,468.0,,,7.0,48.0,late
1688,507145,341831,mobile,ended,-29.0,,,-1.0,31.0,early
1689,507897,193909,mobile,ended,172.0,,,2.0,52.0,late
1690,508536,238800,mobile,ended,,,,,,on time
1691,509018,285829,connect,ended,57.0,,,0.0,57.0,late
1692,512773,294189,mobile,ended,136.0,,,2.0,16.0,late
1693,513839,346513,mobile,ended,-19.0,,,-1.0,41.0,early
1694,514023,358849,connect,ended,-56.0,,,-1.0,4.0,early
1695,514563,198801,mobile,ended,-43.0,,,-1.0,17.0,early
1697,515622,369893,mobile,ended,14.0,,,0.0,14.0,late
1699,516707,269750,mobile,ended,856.0,,,14.0,16.0,late
1700,516833,388501,mobile,ended,-58.0,,,-1.0,2.0,early
1702,517289,384123,mobile,ended,37.0,,,0.0,37.0,late
1705,518304,404708,mobile,ended,,,,,,on time
1706,518569,277669,mobile,ended,14.0,523594.0,480.0,0.0,14.0,late
1708,519368,358785,mobile,ended,-90.0,,,-2.0,30.0,early
1710,520126,381583,mobile,ended,-87.0,,,-2.0,33.0,early
1712,521124,383309,mobile,ended,98.0,,,1.0,38.0,late
1713,521314,304068,mobile,ended,36.0,,,0.0,36.0,late
1714,521343,401387,mobile,ended,86.0,,,1.0,26.0,late
1715,521541,369766,mobile,ended,3.0,,,0.0,3.0,late
1716,521852,359045,connect,ended,650.0,,,10.0,50.0,late
1717,522237,360289,mobile,ended,35.0,,,0.0,35.0,late
1720,522930,296815,connect,ended,-87.0,,,-2.0,33.0,early
1721,523001,346305,mobile,ended,-50.0,,,-1.0,10.0,early
1722,523243,386409,mobile,ended,-7.0,,,-1.0,53.0,early
1723,523347,282577,mobile,ended,-229.0,,,-4.0,11.0,early
1724,523567,334828,mobile,ended,,,,,,on time
1725,524146,216701,mobile,ended,155.0,,,2.0,35.0,late
1726,524740,345893,mobile,ended,,,,,,on time
1727,525021,328045,mobile,ended,28.0,,,0.0,28.0,late
1728,525887,379223,mobile,ended,,,,,,on time
1729,526376,340497,mobile,ended,-88.0,,,-2.0,32.0,early
1730,526523,403962,mobile,ended,65.0,,,1.0,5.0,late
1731,526658,319375,mobile,ended,240.0,,,4.0,0.0,late
1733,527121,159533,connect,ended,-560.0,,,-10.0,40.0,early
1734,527378,368432,mobile,ended,0.0,,,0.0,0.0,on time
1735,527445,352799,mobile,ended,-3.0,,,-1.0,57.0,early
1736,527497,349049,mobile,ended,-1561.0,,,-27.0,59.0,early
1737,527562,337311,mobile,ended,-18.0,,,-1.0,42.0,early
1738,528110,323673,mobile,ended,203.0,,,3.0,23.0,late
1739,528116,390481,mobile,ended,179.0,,,2.0,59.0,late
1740,528179,358891,mobile,ended,-80.0,,,-2.0,40.0,early
1741,528603,401557,mobile,ended,,,,,,on time
1742,528660,371007,mobile,ended,26.0,,,0.0,26.0,late
1743,528740,264457,mobile,ended,157.0,,,2.0,37.0,late
1744,528756,405367,mobile,ended,203.0,,,3.0,23.0,late
1746,529722,361759,mobile,ended,173.0,,,2.0,53.0,late
1747,529725,235160,mobile,ended,1415.0,,,23.0,35.0,late
1748,530211,392600,connect,ended,191.0,,,3.0,11.0,late
1749,530364,400139,mobile,ended,-23.0,,,-1.0,37.0,early
1750,530402,330923,mobile,ended,78.0,,,1.0,18.0,late
1751,531457,376150,mobile,ended,-373.0,,,-7.0,47.0,early
1752,546931,352330,mobile,ended,74.0,,,1.0,14.0,late
1753,547062,396552,mobile,ended,27.0,513104.0,90.0,0.0,27.0,late
1754,547109,298455,mobile,ended,93.0,,,1.0,33.0,late
1756,547371,405347,mobile,ended,17.0,,,0.0,17.0,late
1757,547415,217076,mobile,ended,26.0,,,0.0,26.0,late
1758,547501,387008,mobile,ended,-4.0,,,-1.0,56.0,early
1759,547604,401021,mobile,ended,3269.0,,,54.0,29.0,late
1760,547630,391800,mobile,ended,69.0,,,1.0,9.0,late
1761,547655,375834,mobile,ended,89.0,548169.0,0.0,1.0,29.0,late
1762,547846,401460,mobile,ended,-39.0,,,-1.0,21.0,early
1763,547952,369938,connect,ended,144.0,,,2.0,24.0,late
1765,548108,300680,mobile,ended,6.0,,,0.0,6.0,late
1766,548416,313386,connect,ended,63.0,,,1.0,3.0,late
1767,548516,410226,mobile,ended,22.0,,,0.0,22.0,late
1768,548518,341789,mobile,ended,64.0,,,1.0,4.0,late
1769,548528,411913,mobile,ended,608.0,,,10.0,8.0,late
1771,548573,404984,mobile,ended,,,,,,on time
1772,548687,341204,mobile,ended,3.0,,,0.0,3.0,late
1773,548693,196207,mobile,ended,-77.0,,,-2.0,43.0,early
1774,548863,409344,mobile,ended,7.0,547160.0,300.0,0.0,7.0,late
1775,548864,396250,mobile,ended,527.0,550060.0,120.0,8.0,47.0,late
1776,548879,366985,mobile,ended,25.0,,,0.0,25.0,late
1777,549062,409227,mobile,ended,-220.0,,,-4.0,20.0,early
1779,549241,356681,mobile,ended,51.0,,,0.0,51.0,late
1782,549511,187883,mobile,ended,,,,,,on time
1783,549667,368236,mobile,ended,-94.0,,,-2.0,26.0,early
1784,549853,376311,connect,ended,-162.0,,,-3.0,18.0,early
1785,549854,303309,connect,ended,-46.0,,,-1.0,14.0,early
1787,549980,402829,mobile,ended,64059.0,,,1067.0,39.0,late
1788,549985,332998,mobile,ended,-55.0,,,-1.0,5.0,early
1789,550071,406329,mobile,ended,-45.0,,,-1.0,15.0,early
1790,550095,298757,connect,ended,-14.0,548361.0,630.0,-1.0,46.0,early
1791,550139,396746,mobile,ended,323.0,,,5.0,23.0,late
1792,550236,395532,mobile,ended,13.0,,,0.0,13.0,late
1793,550289,310105,mobile,ended,88.0,,,1.0,28.0,late
1796,550409,259952,mobile,ended,26.0,,,0.0,26.0,late
1798,550502,364160,connect,ended,-79.0,,,-2.0,41.0,early
1799,550504,405611,connect,ended,59.0,562977.0,630.0,0.0,59.0,late
